brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Vivo,V30 220,1384,6,256,200,4500,7,100,No,Android,Exynos 2400,3.8,September,2025
Google,Pixel 9 883,204,6,64,48,5000,6.1,18,Yes,Android,Exynos 2400,4.3,November,2025
Vivo,V29e 885,804,4,512,64,5000,7,44,Yes,Android,Exynos 2400,4.2,January,2025
OnePlus,Nord CE 4 Lite 508,1462,6,128,12,5000,5.8,44,Yes,Android,Snapdragon 7+ Gen 2,4,September,2025
Oppo,F27 Pro 79,930,8,1024,64,5000,6.3,44,No,Android,A18 Pro,4.6,September,2025
Samsung,Galaxy M55 323,573,4,1024,108,5500,5.6,120,Yes,Android,Dimensity 9300,5,March,2025
Oppo,Reno 11 66,391,4,256,200,6000,6.3,18,Yes,Android,Tensor G4,4.2,January,2025
Apple,iPhone 15 479,579,6,512,108,4000,6.1,120,Yes,iOS,A18 Pro,4.7,July,2025
Apple,iPhone 16 206,1302,6,512,64,5000,7,65,Yes,iOS,Dimensity 9300,3.9,November,2025
OnePlus,OnePlus 13 483,1269,4,64,64,6000,6.7,33,No,Android,Snapdragon 7+ Gen 2,3.5,February,2025
Samsung,Galaxy A75 154,356,16,1024,48,5000,6.4,100,Yes,Android,Exynos 2400,4,October,2025
Apple,iPhone 16 Pro Max 605,790,12,256,50,4000,6.5,18,Yes,iOS,A18 Pro,3.6,June,2025
OnePlus,Nord CE 4 Lite 797,1300,12,1024,108,4500,6.6,65,Yes,Android,Dimensity 9300,3.6,May,2025
Oppo,Reno 12 645,118,6,1024,12,5500,6.6,65,Yes,Android,Snapdragon 6 Gen 1,4.5,January,2025
OnePlus,OnePlus 13R 59,721,6,256,12,4000,6.8,120,Yes,Android,Snapdragon 6 Gen 1,4.1,April,2025
Xiaomi,Mi 13 Ultra 157,1008,16,64,64,5000,5.9,33,No,Android,Snapdragon 8 Gen 3,4.2,March,2025
Xiaomi,Mi 14 499,952,12,128,200,5500,5.7,44,No,Android,A18 Pro,4,August,2025
Xiaomi,Mi 13 Ultra 587,167,4,128,64,4000,6.8,18,No,Android,Helio G99,3.9,May,2025
OnePlus,OnePlus 12 428,1461,4,128,64,5000,5.8,18,No,Android,Exynos 2400,3.6,February,2025
OnePlus,OnePlus 13 348,648,8,1024,200,4500,6,120,Yes,Android,Dimensity 9300,4.9,November,2025
Google,Pixel Fold 2 686,1100,16,128,50,5000,7.1,120,Yes,Android,Dimensity 9300,4,March,2025
Samsung,Galaxy A75 574,1138,6,512,64,5000,6.1,44,Yes,Android,Exynos 2400,4.9,September,2025
Oppo,Reno 12 147,1301,6,128,200,5500,6.7,44,No,Android,Snapdragon 6 Gen 1,4,August,2025
Vivo,Y100A 555,1011,4,64,64,6000,6.8,33,Yes,Android,Dimensity 9300,3.5,November,2025
Apple,iPhone 16 778,479,6,128,50,4000,6.8,44,No,iOS,Snapdragon 6 Gen 1,4.3,November,2025
Realme,GT 7 Pro 357,1154,16,512,200,6000,5.9,44,Yes,Android,Snapdragon 6 Gen 1,4.2,July,2025
Xiaomi,Mi 14 983,978,4,512,108,5500,6.1,44,No,Android,Snapdragon 7+ Gen 2,3.6,November,2025
Infinix,GT 20 Pro 453,529,12,128,50,4500,6,120,No,Android,Snapdragon 7+ Gen 2,3.6,August,2025
OnePlus,Nord CE 4 Lite 292,628,8,128,48,6000,5.8,65,Yes,Android,Helio G99,4.1,April,2025
OnePlus,OnePlus 13 149,679,6,128,64,5500,6.3,120,No,Android,Exynos 2400,3.6,February,2025
Xiaomi,Poco X6 Pro 966,1374,12,1024,108,5000,5.9,44,Yes,Android,Dimensity 9300,3.6,March,2025
Infinix,Note 40 Pro 711,1186,8,128,200,5000,7.2,120,Yes,Android,Exynos 2400,4.3,August,2025
Infinix,Smart 8 800,885,16,64,48,4000,7.2,18,Yes,Android,Snapdragon 7+ Gen 2,4.4,December,2025
Samsung,Galaxy Z Fold6 820,661,6,256,50,5000,6.1,120,No,Android,Snapdragon 8 Gen 3,4.1,October,2025
OnePlus,Nord CE 4 Lite 501,1302,8,512,200,4000,6.6,100,Yes,Android,Snapdragon 7+ Gen 2,4.5,August,2025
Samsung,Galaxy A75 186,645,6,64,12,4000,6.8,44,No,Android,Snapdragon 6 Gen 1,4.8,October,2025
Infinix,Zero 30 125,465,12,128,50,5000,6.5,18,Yes,Android,Exynos 2400,3.9,February,2025
Xiaomi,Redmi Note 14 Pro 177,648,16,1024,108,4500,6.4,33,Yes,Android,Exynos 2400,4.7,February,2025
Samsung,Galaxy A75 612,1249,8,256,50,5000,6.2,33,No,Android,Snapdragon 6 Gen 1,4.5,December,2025
Realme,C65 725,410,8,64,12,5500,5.9,18,No,Android,Exynos 2400,4.7,August,2025
Google,Pixel 9 284,604,4,64,12,5500,7.1,33,No,Android,A18 Pro,3.5,March,2025
Apple,iPhone 15 557,1316,6,512,12,4000,6.6,44,Yes,iOS,Exynos 2400,4,July,2025
OnePlus,OnePlus 12 621,1425,4,1024,108,4500,6.5,18,No,Android,Tensor G4,3.7,September,2025
Xiaomi,Poco F6 895,112,12,64,50,6000,6,120,No,Android,Snapdragon 6 Gen 1,3.7,September,2025
Realme,Narzo 70 954,1111,6,256,108,5500,6.4,65,Yes,Android,Dimensity 9300,3.6,September,2025
Infinix,Smart 8 220,1221,12,512,12,5500,5.9,120,Yes,Android,Snapdragon 8 Gen 3,5,August,2025
Realme,Narzo 70 580,292,6,64,48,5000,6.1,100,No,Android,Tensor G4,4.2,February,2025
Google,Pixel 9 Pro 260,788,4,128,108,6000,5.8,65,Yes,Android,Tensor G4,3.6,February,2025
Xiaomi,Mi 13 Ultra 225,1067,12,512,50,5000,7,100,No,Android,Snapdragon 7+ Gen 2,4,June,2025
Oppo,A98 206,1249,16,1024,108,6000,6.1,120,Yes,Android,Helio G99,4.4,August,2025
Apple,iPhone 16 Pro Max 437,918,8,1024,64,4500,6.7,120,No,iOS,Dimensity 9300,4.3,October,2025
OnePlus,OnePlus 13 143,523,12,512,50,6000,6.9,100,Yes,Android,Helio G99,4.4,November,2025
Realme,Narzo 70 23,1078,16,128,64,4500,6.6,65,Yes,Android,Snapdragon 6 Gen 1,3.9,March,2025
Vivo,X100 Pro 979,857,12,64,64,5000,7,120,No,Android,Exynos 2400,5,September,2025
Vivo,V29e 990,1118,6,64,200,4000,5.6,65,No,Android,Tensor G4,4.3,June,2025
Oppo,Reno 12 161,1124,12,128,200,5000,6.7,100,Yes,Android,Helio G99,4.7,November,2025
Apple,iPhone 14 434,1127,12,64,108,5000,5.9,44,No,iOS,Dimensity 9300,4.4,April,2025
Google,Pixel Fold 2 987,883,4,64,12,6000,6.1,44,No,Android,Dimensity 9300,4.4,July,2025
Samsung,Galaxy Z Fold6 736,391,4,1024,64,5000,6.9,120,No,Android,Snapdragon 8 Gen 3,3.7,December,2025
Apple,iPhone 15 551,1286,16,256,64,6000,6.4,18,No,iOS,Exynos 2400,4.5,March,2025
Vivo,V30 326,1429,4,256,50,6000,6.7,65,No,Android,Snapdragon 8 Gen 3,3.6,July,2025
Google,Pixel 9 256,825,12,64,12,4500,6.3,18,No,Android,Exynos 2400,3.9,December,2025
Realme,C65 395,246,12,512,200,6000,6.1,18,No,Android,Helio G99,3.9,April,2025
Infinix,Zero 30 132,646,16,128,64,6000,6.5,100,Yes,Android,Helio G99,4.4,November,2025
OnePlus,OnePlus 13R 328,609,8,64,108,6000,6.2,44,No,Android,Snapdragon 7+ Gen 2,5,February,2025
Infinix,Smart 8 910,515,6,256,64,6000,5.9,33,Yes,Android,Snapdragon 8 Gen 3,3.6,June,2025
Xiaomi,Poco F6 251,1150,6,512,48,5500,6.5,44,Yes,Android,Snapdragon 8 Gen 3,4.2,March,2025
Oppo,Reno 12 692,718,16,64,64,6000,5.6,44,Yes,Android,Dimensity 9300,4,December,2025
Xiaomi,Mi 14 946,670,12,1024,48,5500,5.7,33,Yes,Android,Dimensity 9300,4.9,March,2025
Oppo,Find X7 383,581,16,512,108,4000,6,18,Yes,Android,Exynos 2400,4.1,January,2025
OnePlus,OnePlus 13 209,135,8,128,48,4000,6.9,18,No,Android,Snapdragon 8 Gen 3,3.9,July,2025
Realme,Narzo 70 415,1385,4,64,64,5000,6.8,100,Yes,Android,Snapdragon 7+ Gen 2,4.9,August,2025
Google,Pixel Fold 2 264,316,8,1024,64,6000,6.4,44,Yes,Android,A18 Pro,4.9,May,2025
Samsung,Galaxy A75 416,304,6,256,108,4500,6.9,33,Yes,Android,Snapdragon 6 Gen 1,5,July,2025
Google,Pixel 9 Pro 529,890,16,512,108,5000,6.2,33,Yes,Android,Exynos 2400,4.9,April,2025
OnePlus,OnePlus 13R 119,845,12,256,64,4000,6.7,65,No,Android,Helio G99,3.7,June,2025
Google,Pixel 7a 437,429,16,1024,200,4000,5.8,44,No,Android,Helio G99,3.7,October,2025
Xiaomi,Poco F6 937,835,12,256,48,4000,7,100,Yes,Android,Snapdragon 8 Gen 3,4.2,June,2025
Samsung,Galaxy M55 406,886,16,256,64,6000,7.1,44,No,Android,Snapdragon 8 Gen 3,4.8,June,2025
OnePlus,Nord 4 438,270,8,1024,64,5000,5.7,100,No,Android,Dimensity 9300,4.8,July,2025
Xiaomi,Redmi Note 14 Pro 872,247,8,256,64,5500,6.2,120,No,Android,Tensor G4,4.3,January,2025
Oppo,A98 972,1348,16,128,12,5500,6.1,33,Yes,Android,Snapdragon 7+ Gen 2,3.5,February,2025
Infinix,GT 20 Pro 727,1116,12,64,200,5000,7.1,33,No,Android,Dimensity 9300,4.8,March,2025
Oppo,A98 853,1004,6,512,12,4500,6,65,No,Android,Exynos 2400,4.6,February,2025
Infinix,Smart 8 842,689,16,128,64,6000,5.6,44,Yes,Android,Dimensity 9300,3.8,August,2025
Infinix,Smart 8 808,1007,12,256,12,4500,6.6,65,Yes,Android,Tensor G4,4,June,2025
Google,Pixel 7a 323,1068,16,64,48,5500,6.5,33,Yes,Android,Helio G99,4,October,2025
Vivo,X100 Pro 296,271,8,128,108,6000,6.9,65,Yes,Android,Tensor G4,4.2,August,2025
Xiaomi,Redmi Note 14 Pro 291,560,6,1024,50,6000,6.9,33,No,Android,Tensor G4,3.8,April,2025
Apple,iPhone 16 Pro 121,731,16,64,64,5500,6.8,100,No,iOS,Exynos 2400,4.6,May,2025
Oppo,Reno 12 338,1083,4,128,50,4000,5.7,18,Yes,Android,Helio G99,4.4,January,2025
Infinix,Note 40 Pro 443,1292,6,64,108,5000,6.6,120,Yes,Android,Tensor G4,4.1,December,2025
Vivo,Y200 619,231,16,1024,48,5000,5.9,100,No,Android,Snapdragon 7+ Gen 2,4.1,January,2025
Samsung,Galaxy S24 591,1045,12,256,48,4500,5.5,33,Yes,Android,Dimensity 9300,4,August,2025
Samsung,Galaxy A75 788,986,16,64,108,4000,5.9,33,No,Android,A18 Pro,3.9,January,2025
Vivo,V29e 299,1267,4,512,108,5000,6.7,18,No,Android,Dimensity 9300,4.7,September,2025
Oppo,F27 Pro 353,135,8,256,50,5500,6.7,44,No,Android,Tensor G4,4.2,July,2025
Infinix,GT 20 Pro 782,724,16,256,50,4000,7.1,44,No,Android,Snapdragon 7+ Gen 2,3.9,June,2025
Vivo,V29e 883,344,12,1024,108,4500,7.2,33,Yes,Android,Tensor G4,3.7,December,2025
Infinix,Hot 40 460,1367,16,64,12,4000,5.9,120,No,Android,Snapdragon 6 Gen 1,4.1,September,2025
Apple,iPhone 14 260,275,16,256,12,6000,7.1,18,No,iOS,Helio G99,4.1,July,2025
Xiaomi,Poco X6 Pro 832,1140,16,1024,64,4500,6.6,120,Yes,Android,Snapdragon 8 Gen 3,4.1,April,2025
Oppo,Find X7 49,410,8,1024,64,5000,6.7,18,Yes,Android,Exynos 2400,4.3,August,2025
OnePlus,Nord CE 4 Lite 973,1375,4,256,200,6000,7,18,No,Android,Helio G99,4.6,February,2025
Google,Pixel 9 577,1149,16,1024,48,4000,5.9,44,Yes,Android,Snapdragon 8 Gen 3,4.5,May,2025
Samsung,Galaxy A75 860,1360,16,1024,48,5500,6,44,Yes,Android,Snapdragon 6 Gen 1,4.4,October,2025
Infinix,GT 20 Pro 9,189,12,1024,48,4500,6.5,33,Yes,Android,Snapdragon 8 Gen 3,3.8,October,2025
Google,Pixel 9 603,607,12,64,200,4500,7.1,44,No,Android,Dimensity 9300,4.4,January,2025
OnePlus,Nord CE 4 Lite 458,440,16,512,108,5000,5.6,44,No,Android,Tensor G4,4.3,June,2025
Vivo,X100 Pro 840,732,6,64,50,6000,7.1,65,Yes,Android,Dimensity 9300,4.9,August,2025
Infinix,Note 40 Pro 855,508,6,64,108,6000,5.9,33,No,Android,Snapdragon 7+ Gen 2,4.4,September,2025
OnePlus,OnePlus 12 326,163,16,256,200,6000,6.2,33,Yes,Android,Dimensity 9300,4.1,October,2025
Infinix,Zero 30 376,413,8,64,48,4500,6.5,33,Yes,Android,Exynos 2400,3.6,June,2025
Google,Pixel 8 692,789,16,512,12,5000,5.9,44,Yes,Android,Snapdragon 8 Gen 3,4.1,September,2025
Vivo,Y100A 116,181,12,512,108,4000,6.7,120,Yes,Android,A18 Pro,3.9,February,2025
Samsung,Galaxy S24 567,179,4,1024,64,5000,5.6,44,No,Android,Dimensity 9300,5,February,2025
OnePlus,OnePlus 13R 465,1356,16,256,64,6000,7,44,No,Android,Snapdragon 7+ Gen 2,3.8,August,2025
Realme,GT 7 Pro 771,951,16,256,200,5000,6.1,33,No,Android,Snapdragon 6 Gen 1,4,February,2025
Realme,GT Neo 6 451,957,6,64,200,5500,7,33,No,Android,Exynos 2400,4,May,2025
Samsung,Galaxy A75 963,1171,12,256,64,5500,5.6,120,No,Android,Dimensity 9300,3.9,April,2025
Apple,iPhone 16 Pro 19,442,6,256,108,5500,5.8,33,No,iOS,Tensor G4,4.9,April,2025
Vivo,V29e 165,1235,12,64,108,6000,7.1,33,Yes,Android,Snapdragon 8 Gen 3,3.6,December,2025
Samsung,Galaxy S24 981,355,8,512,200,4000,6.4,33,No,Android,Snapdragon 7+ Gen 2,3.6,February,2025
Oppo,Reno 12 350,118,6,512,108,4500,5.5,120,No,Android,Snapdragon 6 Gen 1,5,August,2025
OnePlus,OnePlus 13R 635,147,6,1024,200,4500,6.5,120,Yes,Android,Tensor G4,4.4,June,2025
Infinix,Hot 40 838,1111,4,128,64,4500,6.3,33,No,Android,Helio G99,4.7,May,2025
Xiaomi,Mi 14 163,1039,8,256,50,6000,6,18,Yes,Android,Dimensity 9300,4.6,December,2025
OnePlus,OnePlus 12 46,610,8,512,48,4500,5.6,18,Yes,Android,Dimensity 9300,3.9,October,2025
Apple,iPhone 16 Pro 356,259,12,1024,64,5500,5.6,44,Yes,iOS,Dimensity 9300,4.4,June,2025
Google,Pixel 7a 477,528,12,256,64,5000,6.8,33,Yes,Android,Dimensity 9300,3.9,March,2025
Samsung,Galaxy S24 Ultra 883,769,16,512,200,5500,6.7,100,No,Android,Tensor G4,4.2,January,2025
Xiaomi,Mi 14 806,1399,6,128,50,4500,5.9,120,Yes,Android,Snapdragon 6 Gen 1,4.9,July,2025
Apple,iPhone 16 Pro 225,1441,16,128,200,4000,7,65,No,iOS,Snapdragon 8 Gen 3,4.4,October,2025
Oppo,Reno 12 524,1432,8,1024,50,5000,6.3,18,No,Android,Exynos 2400,3.7,June,2025
Vivo,Y200 242,128,4,512,48,5000,5.6,18,Yes,Android,Helio G99,3.8,August,2025
Realme,Narzo 70 24,1106,16,64,200,5500,6.1,44,No,Android,Tensor G4,4.8,June,2025
Google,Pixel Fold 2 221,662,12,128,64,4500,6.6,120,Yes,Android,Dimensity 9300,3.9,September,2025
Oppo,A98 49,1492,12,1024,48,6000,6.7,100,No,Android,Snapdragon 7+ Gen 2,4.4,July,2025
Realme,11 Pro+ 950,1003,6,64,12,5500,6.1,65,Yes,Android,Helio G99,4,March,2025
Realme,GT 7 Pro 549,1154,12,1024,64,6000,5.7,18,Yes,Android,Tensor G4,4.9,September,2025
Google,Pixel 7a 974,515,8,1024,12,4000,6,18,No,Android,A18 Pro,3.6,July,2025
Oppo,A98 391,627,6,512,64,4000,5.6,18,No,Android,Dimensity 9300,4.1,August,2025
Xiaomi,Poco X6 Pro 289,450,16,1024,50,5000,6.6,44,Yes,Android,Snapdragon 6 Gen 1,4.3,June,2025
Google,Pixel 7a 412,1107,8,256,108,6000,6,65,Yes,Android,Snapdragon 6 Gen 1,4,November,2025
Vivo,X100 Pro 880,1160,8,256,200,5000,5.5,44,No,Android,A18 Pro,5,February,2025
Vivo,X100 Pro 978,818,8,256,64,5000,5.9,18,No,Android,Snapdragon 7+ Gen 2,4.3,April,2025
Xiaomi,Redmi Note 14 Pro 380,152,4,1024,12,4500,6.2,18,Yes,Android,Helio G99,3.9,May,2025
Vivo,V30 873,1161,6,1024,50,6000,6.7,65,Yes,Android,A18 Pro,3.9,May,2025
Realme,11 Pro+ 720,423,12,256,48,4000,6.5,44,Yes,Android,Snapdragon 6 Gen 1,4.6,June,2025
Oppo,Find X7 117,1131,8,1024,200,5500,6.6,65,Yes,Android,Snapdragon 7+ Gen 2,4,December,2025
Google,Pixel 9 485,718,4,64,50,4000,7.1,100,No,Android,Dimensity 9300,4.5,September,2025
Xiaomi,Poco F6 806,154,16,128,48,4000,6.8,120,Yes,Android,Helio G99,4.3,September,2025
Oppo,F27 Pro 368,717,4,256,64,4000,6,65,Yes,Android,Snapdragon 6 Gen 1,3.9,June,2025
OnePlus,Nord CE 4 Lite 367,727,6,1024,108,4500,6.3,100,Yes,Android,Helio G99,3.9,October,2025
Samsung,Galaxy Z Fold6 193,656,8,64,108,5000,5.7,33,No,Android,Tensor G4,4,February,2025
Xiaomi,Poco X6 Pro 71,633,4,64,200,5000,7.1,100,No,Android,Dimensity 9300,3.9,April,2025
Samsung,Galaxy S24 24,894,12,128,48,5500,6.9,100,No,Android,A18 Pro,4.8,September,2025
Vivo,X100 Pro 206,246,16,128,50,4000,5.9,100,No,Android,Helio G99,4.4,March,2025
Infinix,Hot 40 854,768,12,1024,12,4500,6.2,44,Yes,Android,Snapdragon 6 Gen 1,4.2,May,2025
Realme,11 Pro+ 671,437,8,256,50,4000,6.9,33,Yes,Android,A18 Pro,4.7,November,2025
OnePlus,Nord CE 4 Lite 296,429,4,512,48,4000,5.9,100,No,Android,Dimensity 9300,4,December,2025
Vivo,X100 Pro 409,1069,6,1024,50,5500,6.7,44,Yes,Android,Snapdragon 8 Gen 3,4.5,January,2025
Google,Pixel 7a 275,799,12,512,108,5500,7,120,No,Android,Dimensity 9300,4.9,April,2025
Apple,iPhone 16 Pro Max 533,1467,8,1024,64,5500,6.8,65,Yes,iOS,Dimensity 9300,3.7,July,2025
Realme,C65 602,1211,6,64,50,5000,6.2,18,Yes,Android,Helio G99,5,September,2025
Apple,iPhone 16 Pro 99,993,4,128,64,5000,5.8,65,Yes,iOS,Dimensity 9300,4.6,September,2025
Vivo,X100 Pro 47,1455,16,512,108,5000,5.9,100,No,Android,Dimensity 9300,4.7,July,2025
Xiaomi,Poco X6 Pro 526,471,8,1024,50,5500,7.1,18,Yes,Android,Snapdragon 6 Gen 1,3.6,August,2025
Realme,GT Neo 6 598,221,8,64,50,5500,5.5,44,Yes,Android,Tensor G4,4.4,December,2025
Oppo,Reno 12 666,435,12,1024,48,4000,5.9,33,No,Android,Tensor G4,3.7,January,2025
Apple,iPhone 14 59,1386,8,256,200,4000,5.6,65,Yes,iOS,Helio G99,3.9,September,2025
Vivo,Y200 640,674,8,128,48,4000,5.7,18,No,Android,Tensor G4,4.5,August,2025
Vivo,V30 843,389,16,512,200,4500,6.2,44,No,Android,Snapdragon 8 Gen 3,4.8,May,2025
Vivo,V30 425,537,16,256,50,4500,6.7,33,Yes,Android,Exynos 2400,4.8,November,2025
Xiaomi,Mi 13 Ultra 876,171,12,64,48,5000,5.8,120,Yes,Android,Snapdragon 7+ Gen 2,4.8,August,2025
Infinix,Zero 30 20,1222,8,1024,48,4000,6.4,120,Yes,Android,Snapdragon 6 Gen 1,5,October,2025
Oppo,A98 649,350,16,1024,12,6000,5.7,120,No,Android,Snapdragon 7+ Gen 2,4.2,December,2025
Realme,Narzo 70 661,1034,12,512,64,5000,7,18,No,Android,Dimensity 9300,3.8,October,2025
OnePlus,Nord 4 530,1022,6,1024,48,4500,5.9,33,No,Android,Snapdragon 6 Gen 1,4.3,January,2025
Xiaomi,Poco F6 680,439,4,64,12,6000,6,120,Yes,Android,Helio G99,5,November,2025
Google,Pixel 9 523,202,16,256,64,5000,6,33,No,Android,Helio G99,4,April,2025
Xiaomi,Poco F6 856,909,6,256,108,4000,6.7,44,Yes,Android,Tensor G4,3.6,March,2025
Infinix,Smart 8 114,1100,16,64,64,4500,6.1,100,Yes,Android,A18 Pro,3.6,August,2025
Google,Pixel 9 814,373,4,256,12,4500,6.2,44,Yes,Android,Dimensity 9300,3.9,October,2025
Vivo,Y200 568,1328,16,256,12,6000,5.7,18,No,Android,Snapdragon 8 Gen 3,4.2,April,2025
Infinix,Smart 8 784,1170,16,64,50,5500,6.6,120,Yes,Android,Dimensity 9300,3.8,April,2025
Google,Pixel 9 228,726,16,64,48,5500,6.6,44,No,Android,Snapdragon 8 Gen 3,3.8,November,2025
Samsung,Galaxy S24 Ultra 502,1368,16,64,50,5500,5.6,120,No,Android,Snapdragon 6 Gen 1,4.9,September,2025
OnePlus,OnePlus 13 975,1187,6,128,48,4500,5.6,100,No,Android,Exynos 2400,4.4,April,2025
OnePlus,Nord 4 277,850,8,64,108,4500,6.4,33,Yes,Android,A18 Pro,4.8,June,2025
Realme,C65 704,532,6,128,12,4000,6.3,120,Yes,Android,A18 Pro,4.7,April,2025
Google,Pixel Fold 2 610,1224,12,64,48,5000,6,33,No,Android,Snapdragon 8 Gen 3,4.3,September,2025
Realme,11 Pro+ 634,629,16,1024,12,4000,6.8,65,No,Android,Dimensity 9300,4.9,May,2025
Google,Pixel 8 175,1164,8,128,12,5500,5.9,44,No,Android,Tensor G4,3.8,November,2025
Oppo,Reno 11 777,178,6,1024,50,5000,6.3,120,Yes,Android,A18 Pro,4.4,January,2025
Realme,11 Pro+ 927,110,6,512,50,5500,5.7,33,Yes,Android,Snapdragon 8 Gen 3,4.1,August,2025
Google,Pixel 7a 2,961,8,256,12,4000,5.9,44,Yes,Android,Helio G99,4,November,2025
OnePlus,OnePlus 13R 423,158,16,64,64,5500,5.6,65,Yes,Android,Dimensity 9300,3.5,November,2025
Xiaomi,Poco X6 Pro 796,1164,6,128,200,4500,5.7,120,No,Android,Helio G99,4.8,January,2025
Realme,Narzo 70 809,895,8,64,48,5000,7,65,No,Android,A18 Pro,4.6,August,2025
Xiaomi,Mi 13 Ultra 429,458,16,512,64,4500,5.8,18,No,Android,A18 Pro,3.9,July,2025
